,datedim,nationality_category,crew_count
0,1/1/2022,ASI,0
1,1/2/2022,ASI,0
2,1/3/2022,ASI,0
3,1/4/2022,ASI,0
4,1/5/2022,ASI,0
5,1/6/2022,ASI,0
6,1/7/2022,ASI,0
7,1/8/2022,ASI,0
8,1/9/2022,ASI,0
9,1/10/2022,ASI,0
10,1/11/2022,ASI,0
11,1/12/2022,ASI,0
12,1/13/2022,ASI,0
13,1/14/2022,ASI,0
14,1/15/2022,ASI,0
15,1/16/2022,ASI,0
16,1/17/2022,ASI,0
17,1/18/2022,ASI,0
18,1/19/2022,ASI,0
19,1/20/2022,ASI,0
20,1/21/2022,ASI,0
21,1/22/2022,ASI,0
22,1/23/2022,ASI,0
23,1/24/2022,ASI,0
24,1/25/2022,ASI,0
25,1/26/2022,ASI,0
26,1/27/2022,ASI,0
27,1/28/2022,ASI,0
28,1/29/2022,ASI,0
29,1/30/2022,ASI,0
30,1/31/2022,ASI,0
31,2/1/2022,ASI,0
32,2/2/2022,ASI,0
33,2/3/2022,ASI,0
34,2/4/2022,ASI,0
35,2/5/2022,ASI,0
36,2/6/2022,ASI,0
37,2/7/2022,ASI,0
38,2/8/2022,ASI,0
39,2/9/2022,ASI,0
40,2/10/2022,ASI,0
41,2/11/2022,ASI,0
42,2/12/2022,ASI,0
43,2/13/2022,ASI,0
44,2/14/2022,ASI,0
45,2/15/2022,ASI,0
46,2/16/2022,ASI,0
47,2/17/2022,ASI,0
48,2/18/2022,ASI,0
49,2/19/2022,ASI,0
50,2/20/2022,ASI,0
51,2/21/2022,ASI,0
52,2/22/2022,ASI,0
53,2/23/2022,ASI,0
54,2/24/2022,ASI,0
55,2/25/2022,ASI,0
56,2/26/2022,ASI,0
57,2/27/2022,ASI,0
58,2/28/2022,ASI,0
59,3/1/2022,ASI,0
60,3/2/2022,ASI,0
61,3/3/2022,ASI,0
62,3/4/2022,ASI,0
63,3/5/2022,ASI,0
64,3/6/2022,ASI,0
65,3/7/2022,ASI,0
66,3/8/2022,ASI,0
67,3/9/2022,ASI,0
68,3/10/2022,ASI,0
69,3/11/2022,ASI,0
70,3/12/2022,ASI,0
71,3/13/2022,ASI,0
72,3/14/2022,ASI,0
73,3/15/2022,ASI,0
74,3/16/2022,ASI,0
75,3/17/2022,ASI,0
76,3/18/2022,ASI,0
77,3/19/2022,ASI,0
78,3/20/2022,ASI,0
79,3/21/2022,ASI,0
80,3/22/2022,ASI,0
81,3/23/2022,ASI,0
82,3/24/2022,ASI,0
83,3/25/2022,ASI,0
84,3/26/2022,ASI,0
85,3/27/2022,ASI,0
86,3/28/2022,ASI,0
87,3/29/2022,ASI,0
88,3/30/2022,ASI,0
89,3/31/2022,ASI,0
90,4/1/2022,ASI,0
91,4/2/2022,ASI,0
92,4/3/2022,ASI,0
93,4/4/2022,ASI,0
94,4/5/2022,ASI,0
95,4/6/2022,ASI,0
96,4/7/2022,ASI,0
97,4/8/2022,ASI,0
98,4/9/2022,ASI,0
99,4/10/2022,ASI,0
100,4/11/2022,ASI,0
101,4/12/2022,ASI,0
102,4/13/2022,ASI,0
103,4/14/2022,ASI,0
104,4/15/2022,ASI,0
105,4/16/2022,ASI,0
106,4/17/2022,ASI,0
107,4/18/2022,ASI,0
108,4/19/2022,ASI,0
109,4/20/2022,ASI,0
110,4/21/2022,ASI,0
111,4/22/2022,ASI,0
112,4/23/2022,ASI,0
113,4/24/2022,ASI,0
114,4/25/2022,ASI,0
115,4/26/2022,ASI,0
116,4/27/2022,ASI,0
117,4/28/2022,ASI,0
118,4/29/2022,ASI,0
119,4/30/2022,ASI,0
120,5/1/2022,ASI,0
121,5/2/2022,ASI,0
122,5/3/2022,ASI,0
123,5/4/2022,ASI,0
124,5/5/2022,ASI,0
125,5/6/2022,ASI,0
126,5/7/2022,ASI,0
127,5/8/2022,ASI,0
128,5/9/2022,ASI,0
129,5/10/2022,ASI,0
130,5/11/2022,ASI,0
131,5/12/2022,ASI,0
132,5/13/2022,ASI,0
133,5/14/2022,ASI,0
134,5/15/2022,ASI,0
135,5/16/2022,ASI,0
136,5/17/2022,ASI,0
137,5/18/2022,ASI,0
138,5/19/2022,ASI,0
139,5/20/2022,ASI,0
140,5/21/2022,ASI,0
141,5/22/2022,ASI,0
142,5/23/2022,ASI,0
143,5/24/2022,ASI,0
144,5/25/2022,ASI,0
145,5/26/2022,ASI,0
146,5/27/2022,ASI,0
147,5/28/2022,ASI,0
148,5/29/2022,ASI,0
149,5/30/2022,ASI,0
150,5/31/2022,ASI,0
151,6/1/2022,ASI,0
152,6/2/2022,ASI,0
153,6/3/2022,ASI,0
154,6/4/2022,ASI,0
155,6/5/2022,ASI,0
156,6/6/2022,ASI,0
157,6/7/2022,ASI,0
158,6/8/2022,ASI,0
159,6/9/2022,ASI,0
160,6/10/2022,ASI,0
161,6/11/2022,ASI,0
162,6/12/2022,ASI,0
163,6/13/2022,ASI,0
164,6/14/2022,ASI,0
165,6/15/2022,ASI,0
166,6/16/2022,ASI,0
167,6/17/2022,ASI,0
168,6/18/2022,ASI,0
169,6/19/2022,ASI,0
170,6/20/2022,ASI,0
171,6/21/2022,ASI,0
172,6/22/2022,ASI,0
173,6/23/2022,ASI,0
174,6/24/2022,ASI,0
175,6/25/2022,ASI,0
176,6/26/2022,ASI,0
177,6/27/2022,ASI,0
178,6/28/2022,ASI,0
179,6/29/2022,ASI,0
180,6/30/2022,ASI,0
181,7/1/2022,ASI,0
182,7/2/2022,ASI,0
183,7/3/2022,ASI,0
184,7/4/2022,ASI,0
185,7/5/2022,ASI,0
186,7/6/2022,ASI,0
187,7/7/2022,ASI,0
188,7/8/2022,ASI,0
189,7/9/2022,ASI,0
190,7/10/2022,ASI,0
191,7/11/2022,ASI,0
192,7/12/2022,ASI,0
193,7/13/2022,ASI,0
194,7/14/2022,ASI,0
195,7/15/2022,ASI,0
196,7/16/2022,ASI,0
197,7/17/2022,ASI,0
198,7/18/2022,ASI,0
199,7/19/2022,ASI,0
200,7/20/2022,ASI,0
201,7/21/2022,ASI,0
202,7/22/2022,ASI,0
203,7/23/2022,ASI,0
204,7/24/2022,ASI,0
205,7/25/2022,ASI,0
206,7/26/2022,ASI,0
207,7/27/2022,ASI,0
208,7/28/2022,ASI,0
209,7/29/2022,ASI,0
210,7/30/2022,ASI,0
211,7/31/2022,ASI,0
212,8/1/2022,ASI,0
213,8/2/2022,ASI,0
214,8/3/2022,ASI,0
215,8/4/2022,ASI,0
216,8/5/2022,ASI,0
217,8/6/2022,ASI,0
218,8/7/2022,ASI,0
219,8/8/2022,ASI,0
220,8/9/2022,ASI,0
221,8/10/2022,ASI,0
222,8/11/2022,ASI,0
223,8/12/2022,ASI,0
224,8/13/2022,ASI,0
225,8/14/2022,ASI,0
226,8/15/2022,ASI,0
227,8/16/2022,ASI,0
228,8/17/2022,ASI,0
229,8/18/2022,ASI,0
230,8/19/2022,ASI,0
231,8/20/2022,ASI,0
232,8/21/2022,ASI,0
233,8/22/2022,ASI,0
234,8/23/2022,ASI,0
235,8/24/2022,ASI,0
236,8/25/2022,ASI,0
237,8/26/2022,ASI,0
238,8/27/2022,ASI,0
239,8/28/2022,ASI,0
240,8/29/2022,ASI,0
241,8/30/2022,ASI,0
242,8/31/2022,ASI,0
243,9/1/2022,ASI,0
244,9/2/2022,ASI,0
245,9/3/2022,ASI,0
246,9/4/2022,ASI,0
247,9/5/2022,ASI,0
248,9/6/2022,ASI,0
249,9/7/2022,ASI,0
250,9/8/2022,ASI,0
251,9/9/2022,ASI,0
252,9/10/2022,ASI,0
253,9/11/2022,ASI,0
254,9/12/2022,ASI,0
255,9/13/2022,ASI,0
256,9/14/2022,ASI,0
257,9/15/2022,ASI,0
258,9/16/2022,ASI,0
259,9/17/2022,ASI,0
260,9/18/2022,ASI,0
261,9/19/2022,ASI,0
262,9/20/2022,ASI,0
263,9/21/2022,ASI,0
264,9/22/2022,ASI,0
265,9/23/2022,ASI,0
266,9/24/2022,ASI,0
267,9/25/2022,ASI,0
268,9/26/2022,ASI,0
269,9/27/2022,ASI,0
270,9/28/2022,ASI,0
271,9/29/2022,ASI,0
272,9/30/2022,ASI,0
273,10/1/2022,ASI,0
274,10/2/2022,ASI,0
275,10/3/2022,ASI,0
276,10/4/2022,ASI,0
277,10/5/2022,ASI,0
278,10/6/2022,ASI,0
279,10/7/2022,ASI,0
280,10/8/2022,ASI,0
281,10/9/2022,ASI,0
282,10/10/2022,ASI,0
283,10/11/2022,ASI,0
284,10/12/2022,ASI,0
285,10/13/2022,ASI,0
286,10/14/2022,ASI,0
287,10/15/2022,ASI,0
288,10/16/2022,ASI,0
289,10/17/2022,ASI,0
290,10/18/2022,ASI,0
291,10/19/2022,ASI,0
292,10/20/2022,ASI,0
293,10/21/2022,ASI,0
294,10/22/2022,ASI,0
295,10/23/2022,ASI,0
296,10/24/2022,ASI,0
297,10/25/2022,ASI,0
298,10/26/2022,ASI,0
299,10/27/2022,ASI,0
300,10/28/2022,ASI,0
301,10/29/2022,ASI,0
302,10/30/2022,ASI,0
303,10/31/2022,ASI,0
304,11/1/2022,ASI,0
305,11/2/2022,ASI,0
306,11/3/2022,ASI,0
307,11/4/2022,ASI,0
308,11/5/2022,ASI,0
309,11/6/2022,ASI,0
310,11/7/2022,ASI,0
311,11/8/2022,ASI,0
312,11/9/2022,ASI,0
313,11/10/2022,ASI,0
314,11/11/2022,ASI,0
315,11/12/2022,ASI,0
316,11/13/2022,ASI,0
317,11/14/2022,ASI,0
318,11/15/2022,ASI,0
319,11/16/2022,ASI,0
320,11/17/2022,ASI,0
321,11/18/2022,ASI,0
322,11/19/2022,ASI,0
323,11/20/2022,ASI,0
324,11/21/2022,ASI,0
325,11/22/2022,ASI,0
326,11/23/2022,ASI,0
327,11/24/2022,ASI,0
328,11/25/2022,ASI,0
329,11/26/2022,ASI,0
330,11/27/2022,ASI,0
331,11/28/2022,ASI,0
332,11/29/2022,ASI,0
333,11/30/2022,ASI,0
334,12/1/2022,ASI,0
335,12/2/2022,ASI,0
336,12/3/2022,ASI,0
337,12/4/2022,ASI,0
338,12/5/2022,ASI,0
339,12/6/2022,ASI,0
340,12/7/2022,ASI,0
341,12/8/2022,ASI,0
342,12/9/2022,ASI,0
343,12/10/2022,ASI,0
344,12/11/2022,ASI,0
345,12/12/2022,ASI,0
346,12/13/2022,ASI,0
347,12/14/2022,ASI,0
348,12/15/2022,ASI,0
349,12/16/2022,ASI,0
350,12/17/2022,ASI,0
351,12/18/2022,ASI,0
352,12/19/2022,ASI,0
353,12/20/2022,ASI,0
354,12/21/2022,ASI,0
355,12/22/2022,ASI,0
356,12/23/2022,ASI,0
357,12/24/2022,ASI,0
358,12/25/2022,ASI,0
359,12/26/2022,ASI,0
360,12/27/2022,ASI,0
361,12/28/2022,ASI,0
362,12/29/2022,ASI,0
363,12/30/2022,ASI,0
364,12/31/2022,ASI,0
365,1/1/2023,ASI,0
366,1/2/2023,ASI,0
367,1/3/2023,ASI,0
368,1/4/2023,ASI,0
369,1/5/2023,ASI,0
370,1/6/2023,ASI,0
371,1/7/2023,ASI,0
372,1/8/2023,ASI,0
373,1/9/2023,ASI,0
374,1/10/2023,ASI,0
375,1/11/2023,ASI,0
376,1/12/2023,ASI,0
377,1/13/2023,ASI,0
378,1/14/2023,ASI,0
379,1/15/2023,ASI,0
380,1/16/2023,ASI,0
381,1/17/2023,ASI,0
382,1/18/2023,ASI,0
383,1/19/2023,ASI,0
384,1/20/2023,ASI,0
385,1/21/2023,ASI,0
386,1/22/2023,ASI,0
387,1/23/2023,ASI,0
388,1/24/2023,ASI,0
389,1/25/2023,ASI,0
390,1/26/2023,ASI,0
391,1/27/2023,ASI,0
392,1/28/2023,ASI,0
393,1/29/2023,ASI,0
394,1/30/2023,ASI,0
395,1/31/2023,ASI,0
396,2/1/2023,ASI,0
397,2/2/2023,ASI,0
398,2/3/2023,ASI,0
399,2/4/2023,ASI,0
400,2/5/2023,ASI,0
401,2/6/2023,ASI,0
402,2/7/2023,ASI,0
403,2/8/2023,ASI,0
404,2/9/2023,ASI,0
405,2/10/2023,ASI,0
406,2/11/2023,ASI,0
407,2/12/2023,ASI,0
408,2/13/2023,ASI,0
409,2/14/2023,ASI,0
410,2/15/2023,ASI,0
411,2/16/2023,ASI,0
412,2/17/2023,ASI,0
413,2/18/2023,ASI,0
414,2/19/2023,ASI,0
415,2/20/2023,ASI,0
416,2/21/2023,ASI,0
417,2/22/2023,ASI,0
418,2/23/2023,ASI,0
419,2/24/2023,ASI,0
420,2/25/2023,ASI,0
421,2/26/2023,ASI,0
422,2/27/2023,ASI,0
423,2/28/2023,ASI,0
424,3/1/2023,ASI,0
425,3/2/2023,ASI,0
426,3/3/2023,ASI,0
427,3/4/2023,ASI,0
428,3/5/2023,ASI,0
429,3/6/2023,ASI,0
430,3/7/2023,ASI,0
431,3/8/2023,ASI,0
432,3/9/2023,ASI,0
433,3/10/2023,ASI,0
434,3/11/2023,ASI,0
435,3/12/2023,ASI,0
436,3/13/2023,ASI,0
437,3/14/2023,ASI,0
438,3/15/2023,ASI,0
439,3/16/2023,ASI,0
440,3/17/2023,ASI,0
441,3/18/2023,ASI,0
442,3/19/2023,ASI,0
443,3/20/2023,ASI,0
444,3/21/2023,ASI,0
445,3/22/2023,ASI,0
446,3/23/2023,ASI,0
447,3/24/2023,ASI,0
448,3/25/2023,ASI,0
449,3/26/2023,ASI,0
450,3/27/2023,ASI,0
451,3/28/2023,ASI,0
452,3/29/2023,ASI,0
453,3/30/2023,ASI,0
454,3/31/2023,ASI,0
455,4/1/2023,ASI,0
456,4/2/2023,ASI,0
457,4/3/2023,ASI,0
458,4/4/2023,ASI,0
459,4/5/2023,ASI,0
460,4/6/2023,ASI,0
461,4/7/2023,ASI,0
462,4/8/2023,ASI,0
463,4/9/2023,ASI,0
464,4/10/2023,ASI,0
465,4/11/2023,ASI,0
466,4/12/2023,ASI,0
467,4/13/2023,ASI,0
468,4/14/2023,ASI,0
469,4/15/2023,ASI,0
470,4/16/2023,ASI,0
471,4/17/2023,ASI,0
472,4/18/2023,ASI,0
473,4/19/2023,ASI,0
474,4/20/2023,ASI,0
475,4/21/2023,ASI,0
476,4/22/2023,ASI,0
477,4/23/2023,ASI,0
478,4/24/2023,ASI,0
479,4/25/2023,ASI,0
480,4/26/2023,ASI,0
481,4/27/2023,ASI,0
482,4/28/2023,ASI,0
483,4/29/2023,ASI,0
484,4/30/2023,ASI,0
485,5/1/2023,ASI,0
486,5/2/2023,ASI,0
487,5/3/2023,ASI,0
488,5/4/2023,ASI,0
489,5/5/2023,ASI,0
490,5/6/2023,ASI,0
491,5/7/2023,ASI,0
492,5/8/2023,ASI,0
493,5/9/2023,ASI,0
494,5/10/2023,ASI,0
495,5/11/2023,ASI,0
496,5/12/2023,ASI,0
497,5/13/2023,ASI,0
498,5/14/2023,ASI,0
499,5/15/2023,ASI,0
500,5/16/2023,ASI,0
501,5/17/2023,ASI,0
502,5/18/2023,ASI,0
503,5/19/2023,ASI,0
504,5/20/2023,ASI,0
505,5/21/2023,ASI,0
506,5/22/2023,ASI,0
507,5/23/2023,ASI,0
508,5/24/2023,ASI,0
509,5/25/2023,ASI,0
510,5/26/2023,ASI,0
511,5/27/2023,ASI,0
512,5/28/2023,ASI,0
513,5/29/2023,ASI,0
514,5/30/2023,ASI,0
515,5/31/2023,ASI,0
516,6/1/2023,ASI,0
517,6/2/2023,ASI,0
518,6/3/2023,ASI,0
519,6/4/2023,ASI,0
520,6/5/2023,ASI,0
521,6/6/2023,ASI,0
522,6/7/2023,ASI,0
523,6/8/2023,ASI,0
524,6/9/2023,ASI,0
525,6/10/2023,ASI,0
526,6/11/2023,ASI,0
527,6/12/2023,ASI,0
528,6/13/2023,ASI,0
529,6/14/2023,ASI,0
530,6/15/2023,ASI,0
531,6/16/2023,ASI,0
532,6/17/2023,ASI,0
533,6/18/2023,ASI,0
534,6/19/2023,ASI,0
535,6/20/2023,ASI,0
536,6/21/2023,ASI,0
537,6/22/2023,ASI,0
538,6/23/2023,ASI,0
539,6/24/2023,ASI,0
540,6/25/2023,ASI,0
541,6/26/2023,ASI,0
542,6/27/2023,ASI,0
543,6/28/2023,ASI,0
544,6/29/2023,ASI,0
545,6/30/2023,ASI,0
546,7/1/2023,ASI,0
547,7/2/2023,ASI,0
548,7/3/2023,ASI,0
549,7/4/2023,ASI,0
550,7/5/2023,ASI,0
551,7/6/2023,ASI,0
552,7/7/2023,ASI,0
553,7/8/2023,ASI,0
554,7/9/2023,ASI,0
555,7/10/2023,ASI,0
556,7/11/2023,ASI,0
557,7/12/2023,ASI,0
558,7/13/2023,ASI,0
559,7/14/2023,ASI,0
560,7/15/2023,ASI,0
561,7/16/2023,ASI,0
562,7/17/2023,ASI,0
563,7/18/2023,ASI,0
564,7/19/2023,ASI,0
565,7/20/2023,ASI,0
566,7/21/2023,ASI,0
567,7/22/2023,ASI,0
568,7/23/2023,ASI,0
569,7/24/2023,ASI,0
570,7/25/2023,ASI,0
571,7/26/2023,ASI,0
572,7/27/2023,ASI,0
573,7/28/2023,ASI,0
574,7/29/2023,ASI,0
575,7/30/2023,ASI,0
576,7/31/2023,ASI,0
577,8/1/2023,ASI,0
578,8/2/2023,ASI,0
579,8/3/2023,ASI,0
580,8/4/2023,ASI,0
581,8/5/2023,ASI,0
582,8/6/2023,ASI,0
583,8/7/2023,ASI,0
584,8/8/2023,ASI,0
585,8/9/2023,ASI,0
586,8/10/2023,ASI,0
587,8/11/2023,ASI,0
588,8/12/2023,ASI,0
589,8/13/2023,ASI,0
590,8/14/2023,ASI,0
591,8/15/2023,ASI,0
592,8/16/2023,ASI,0
593,8/17/2023,ASI,0
594,8/18/2023,ASI,0
595,8/19/2023,ASI,0
596,8/20/2023,ASI,0
597,8/21/2023,ASI,0
598,8/22/2023,ASI,0
599,8/23/2023,ASI,0
600,8/24/2023,ASI,0
601,8/25/2023,ASI,0
602,8/26/2023,ASI,0
603,8/27/2023,ASI,0
604,8/28/2023,ASI,0
605,8/29/2023,ASI,0
606,8/30/2023,ASI,0
607,8/31/2023,ASI,0
608,9/1/2023,ASI,0
609,9/2/2023,ASI,0
610,9/3/2023,ASI,0
611,9/4/2023,ASI,0
612,9/5/2023,ASI,0
613,9/6/2023,ASI,0
614,9/7/2023,ASI,0
615,9/8/2023,ASI,0
616,9/9/2023,ASI,0
617,9/10/2023,ASI,0
618,9/11/2023,ASI,0
619,9/12/2023,ASI,0
620,9/13/2023,ASI,0
621,9/14/2023,ASI,0
622,9/15/2023,ASI,0
623,9/16/2023,ASI,0
624,9/17/2023,ASI,0
625,9/18/2023,ASI,0
626,9/19/2023,ASI,0
627,9/20/2023,ASI,0
628,9/21/2023,ASI,0
629,9/22/2023,ASI,0
630,9/23/2023,ASI,0
631,9/24/2023,ASI,0
632,9/25/2023,ASI,0
633,9/26/2023,ASI,0
634,9/27/2023,ASI,0
635,9/28/2023,ASI,0
636,9/29/2023,ASI,0
637,9/30/2023,ASI,0
638,10/1/2023,ASI,0
639,10/2/2023,ASI,0
640,10/3/2023,ASI,0
641,10/4/2023,ASI,0
642,10/5/2023,ASI,0
643,10/6/2023,ASI,0
644,10/7/2023,ASI,0
645,10/8/2023,ASI,0
646,10/9/2023,ASI,0
647,10/10/2023,ASI,0
648,10/11/2023,ASI,0
649,10/12/2023,ASI,0
650,10/13/2023,ASI,0
651,10/14/2023,ASI,0
652,10/15/2023,ASI,0
653,10/16/2023,ASI,0
654,10/17/2023,ASI,0
655,10/18/2023,ASI,0
656,10/19/2023,ASI,0
657,10/20/2023,ASI,0
658,10/21/2023,ASI,0
659,10/22/2023,ASI,0
660,10/23/2023,ASI,0
661,10/24/2023,ASI,0
662,10/25/2023,ASI,0
663,10/26/2023,ASI,0
664,10/27/2023,ASI,0
665,10/28/2023,ASI,0
666,10/29/2023,ASI,0
667,10/30/2023,ASI,0
668,10/31/2023,ASI,0
669,11/1/2023,ASI,0
670,11/2/2023,ASI,0
671,11/3/2023,ASI,0
672,11/4/2023,ASI,0
673,11/5/2023,ASI,0
674,11/6/2023,ASI,0
675,11/7/2023,ASI,0
676,11/8/2023,ASI,0
677,11/9/2023,ASI,0
678,11/10/2023,ASI,0
679,11/11/2023,ASI,0
680,11/12/2023,ASI,0
681,11/13/2023,ASI,0
682,11/14/2023,ASI,0
683,11/15/2023,ASI,0
684,11/16/2023,ASI,0
685,11/17/2023,ASI,0
686,11/18/2023,ASI,0
687,11/19/2023,ASI,0
688,11/20/2023,ASI,0
689,11/21/2023,ASI,0
690,11/22/2023,ASI,0
691,11/23/2023,ASI,0
692,11/24/2023,ASI,0
693,11/25/2023,ASI,0
694,11/26/2023,ASI,0
695,11/27/2023,ASI,0
696,11/28/2023,ASI,0
697,11/29/2023,ASI,0
698,11/30/2023,ASI,0
699,12/1/2023,ASI,0
700,12/2/2023,ASI,0
701,12/3/2023,ASI,0
702,12/4/2023,ASI,0
703,12/5/2023,ASI,0
704,12/6/2023,ASI,0
705,12/7/2023,ASI,0
706,12/8/2023,ASI,0
707,12/9/2023,ASI,0
708,12/10/2023,ASI,0
709,12/11/2023,ASI,0
710,12/12/2023,ASI,0
711,12/13/2023,ASI,0
712,12/14/2023,ASI,0
713,12/15/2023,ASI,0
714,12/16/2023,ASI,0
715,12/17/2023,ASI,0
716,12/18/2023,ASI,0
717,12/19/2023,ASI,0
718,12/20/2023,ASI,0
719,12/21/2023,ASI,0
720,12/22/2023,ASI,0
721,12/23/2023,ASI,0
722,12/24/2023,ASI,0
723,12/25/2023,ASI,0
724,12/26/2023,ASI,0
725,12/27/2023,ASI,0
726,12/28/2023,ASI,0
727,12/29/2023,ASI,0
728,12/30/2023,ASI,0
729,12/31/2023,ASI,0
730,1/1/2024,ASI,0
731,1/2/2024,ASI,0
732,1/3/2024,ASI,0
733,1/4/2024,ASI,0
734,1/5/2024,ASI,0
735,1/6/2024,ASI,0
736,1/7/2024,ASI,0
737,1/8/2024,ASI,0
738,1/9/2024,ASI,0
739,1/10/2024,ASI,0
740,1/11/2024,ASI,0
741,1/12/2024,ASI,0
742,1/13/2024,ASI,0
743,1/14/2024,ASI,0
744,1/15/2024,ASI,0
745,1/16/2024,ASI,0
746,1/17/2024,ASI,0
747,1/18/2024,ASI,0
748,1/19/2024,ASI,0
749,1/20/2024,ASI,0
750,1/21/2024,ASI,0
751,1/22/2024,ASI,0
752,1/23/2024,ASI,0
753,1/24/2024,ASI,0
754,1/25/2024,ASI,0
755,1/26/2024,ASI,0
756,1/27/2024,ASI,0
757,1/28/2024,ASI,0
758,1/29/2024,ASI,0
759,1/30/2024,ASI,0
760,1/31/2024,ASI,0
761,2/1/2024,ASI,0
762,2/2/2024,ASI,0
763,2/3/2024,ASI,0
764,2/4/2024,ASI,0
765,2/5/2024,ASI,0
766,2/6/2024,ASI,0
767,2/7/2024,ASI,0
768,2/8/2024,ASI,0
769,2/9/2024,ASI,0
770,2/10/2024,ASI,0
771,2/11/2024,ASI,0
772,2/12/2024,ASI,0
773,2/13/2024,ASI,0
774,2/14/2024,ASI,0
775,2/15/2024,ASI,0
776,2/16/2024,ASI,0
777,2/17/2024,ASI,0
778,2/18/2024,ASI,0
779,2/19/2024,ASI,0
780,2/20/2024,ASI,0
781,2/21/2024,ASI,0
782,2/22/2024,ASI,0
783,2/23/2024,ASI,0
784,2/24/2024,ASI,0
785,2/25/2024,ASI,0
786,2/26/2024,ASI,0
787,2/27/2024,ASI,0
788,2/28/2024,ASI,0
789,2/29/2024,ASI,0
790,3/1/2024,ASI,0
791,3/2/2024,ASI,0
792,3/3/2024,ASI,0
793,3/4/2024,ASI,0
794,3/5/2024,ASI,0
795,3/6/2024,ASI,0
796,3/7/2024,ASI,0
797,3/8/2024,ASI,0
798,3/9/2024,ASI,0
799,3/10/2024,ASI,0
800,3/11/2024,ASI,0
801,3/12/2024,ASI,0
802,3/13/2024,ASI,0
803,3/14/2024,ASI,0
804,3/15/2024,ASI,0
805,3/16/2024,ASI,0
806,3/17/2024,ASI,0
807,3/18/2024,ASI,0
808,3/19/2024,ASI,0
809,3/20/2024,ASI,0
810,3/21/2024,ASI,0
811,3/22/2024,ASI,0
812,3/23/2024,ASI,0
813,3/24/2024,ASI,0
814,3/25/2024,ASI,0
815,3/26/2024,ASI,0
816,3/27/2024,ASI,0
817,3/28/2024,ASI,0
818,3/29/2024,ASI,0
819,3/30/2024,ASI,0
820,3/31/2024,ASI,0
821,4/1/2024,ASI,0
822,4/2/2024,ASI,0
823,4/3/2024,ASI,0
824,4/4/2024,ASI,0
825,4/5/2024,ASI,0
826,4/6/2024,ASI,0
827,4/7/2024,ASI,0
828,4/8/2024,ASI,0
829,4/9/2024,ASI,0
830,4/10/2024,ASI,0
831,4/11/2024,ASI,0
832,4/12/2024,ASI,0
833,4/13/2024,ASI,0
834,4/14/2024,ASI,0
835,4/15/2024,ASI,0
836,4/16/2024,ASI,0
837,4/17/2024,ASI,0
838,4/18/2024,ASI,0
839,4/19/2024,ASI,0
840,4/20/2024,ASI,0
841,4/21/2024,ASI,0
842,4/22/2024,ASI,0
843,4/23/2024,ASI,0
844,4/24/2024,ASI,0
845,4/25/2024,ASI,0
846,4/26/2024,ASI,0
847,4/27/2024,ASI,0
848,4/28/2024,ASI,0
849,4/29/2024,ASI,0
850,4/30/2024,ASI,0
851,5/1/2024,ASI,0
852,5/2/2024,ASI,0
853,5/3/2024,ASI,0
854,5/4/2024,ASI,0
855,5/5/2024,ASI,0
856,5/6/2024,ASI,0
857,5/7/2024,ASI,0
858,5/8/2024,ASI,0
859,5/9/2024,ASI,0
860,5/10/2024,ASI,0
861,5/11/2024,ASI,0
862,5/12/2024,ASI,0
863,5/13/2024,ASI,0
864,5/14/2024,ASI,0
865,5/15/2024,ASI,0
866,5/16/2024,ASI,0
867,5/17/2024,ASI,0
868,5/18/2024,ASI,0
869,5/19/2024,ASI,0
870,5/20/2024,ASI,0
871,5/21/2024,ASI,0
872,5/22/2024,ASI,0
873,5/23/2024,ASI,0
874,5/24/2024,ASI,0
875,5/25/2024,ASI,0
876,5/26/2024,ASI,0
877,5/27/2024,ASI,0
878,5/28/2024,ASI,0
879,5/29/2024,ASI,0
880,5/30/2024,ASI,0
881,5/31/2024,ASI,0
882,6/1/2024,ASI,0
883,6/2/2024,ASI,0
884,6/3/2024,ASI,0
885,6/4/2024,ASI,0
886,6/5/2024,ASI,0
887,6/6/2024,ASI,0
888,6/7/2024,ASI,0
889,6/8/2024,ASI,0
890,6/9/2024,ASI,0
891,6/10/2024,ASI,0
892,6/11/2024,ASI,0
893,6/12/2024,ASI,0
894,6/13/2024,ASI,0
895,6/14/2024,ASI,0
896,6/15/2024,ASI,0
897,6/16/2024,ASI,0
898,6/17/2024,ASI,0
899,6/18/2024,ASI,0
900,6/19/2024,ASI,0
901,6/20/2024,ASI,0
902,6/21/2024,ASI,0
903,6/22/2024,ASI,0
904,6/23/2024,ASI,0
905,6/24/2024,ASI,0
906,6/25/2024,ASI,0
907,6/26/2024,ASI,0
908,6/27/2024,ASI,0
909,6/28/2024,ASI,0
910,6/29/2024,ASI,0
911,6/30/2024,ASI,0
912,7/1/2024,ASI,0
913,7/2/2024,ASI,0
914,7/3/2024,ASI,0
915,7/4/2024,ASI,0
916,7/5/2024,ASI,0
917,7/6/2024,ASI,0
918,7/7/2024,ASI,0
919,7/8/2024,ASI,0
920,7/9/2024,ASI,0
921,7/10/2024,ASI,0
922,7/11/2024,ASI,0
923,7/12/2024,ASI,0
924,7/13/2024,ASI,0
925,7/14/2024,ASI,0
926,7/15/2024,ASI,0
927,7/16/2024,ASI,0
928,7/17/2024,ASI,0
929,7/18/2024,ASI,0
930,7/19/2024,ASI,0
931,7/20/2024,ASI,0
